post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url,scraped_at
Hero Counter Guinevere yang Bisa Kamu Coba di Mobile Legends,Hero Counter Guinevere yang Bisa Kamu Coba di Mobile Legends,Esports,Elang,2023-12-08 16:30:05,2023/12/E-13-640x360.jpg,2023/12/E-13-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-counter-guinevere-mobile-legend-mlbb,2023-12-08 16:34:50
Ado The First World Tour Wish Akan Mampir ke Indonesia!,Ado The First World Tour Wish Akan Mampir ke Indonesia!,Geek,Mecca Medina,2023-12-08 15:59:55,2023/12/Ado-The-First-World-Tour-featured-640x360.jpg,2023/12/Ado-The-First-World-Tour-featured-320x180.jpg,Hobi,geek/hobi/ado-the-first-world-tour-wish,2023-12-08 16:34:50
Cloud9 Umumkan Koleksi Ekslusif Merchandise One Piece,Cloud9 Umumkan Koleksi Ekslusif Merchandise One Piece,Geek,Mallasak,2023-12-08 15:30:57,2023/12/Credit-4-2-640x360.jpg,2023/12/Credit-4-2-320x180.jpg,Anime Manga,geek/anime-manga/cloud9-umumkan-koleksi-ekslusif-merchandise-one-piece,2023-12-08 16:34:50
Panduan Rute Farming Terbaik Beryl Conch di Genshin Impact,,Geek,Elang,2023-12-08 15:00:20,2023/12/E-15-640x360.jpg,2023/12/E-15-320x180.jpg,Game,geek/game/rute-farming-beryl-conch-genshin-impact,2023-12-08 16:34:50
RRQ dan Alter Ego Jadi Tim Esports Terpopuler di Q3 2023,RRQ dan Alter Ego Jadi Tim Esports Terpopuler di Q3 2023,Esports,Mecca Medina,2023-12-08 14:40:34,2023/12/rrq-alter-ego-tim-terpopuler-featured-640x360.jpg,2023/12/rrq-alter-ego-tim-terpopuler-featured-320x180.jpg,Esports Lain,esports/esports-lain/rrq-alter-ego-tim-terpopuler,2023-12-08 16:34:50
"Twitch Bakal Berhenti Beroperasi di Korea Selatan, Apa Alasannya?","Twitch Bakal Berhenti Beroperasi di Korea Selatan, Apa Alasannya?",Tekno,Sandi,2023-12-08 14:20:11,2023/12/twitch-korea-selatan-640x360.jpg,2023/12/twitch-korea-selatan-320x180.jpg,Aplikasi,tekno/aplikasi/twitch-bakal-berhenti-beroperasi-di-korea-selatan-apa-alasannya,2023-12-08 16:34:50
"Emblem dan Item Masha Versi R7, Jadi Full untuk Damage!","Emblem dan Item Masha Versi R7, Jadi Full untuk Damage!",Esports,Taufiq Radityadji,2023-12-08 14:00:28,2023/12/Emblem-Masha-Versi-R7-Featured-640x360.jpg,2023/12/Emblem-Masha-Versi-R7-Featured-320x180.jpg,Mobile Legends,esports/mobile-legends/emblem-masha-versi-r7,2023-12-08 16:34:50
DLC Final Fantasy XVI Bakal Sajikan Kisah Masa Lalu Claive,DLC Final Fantasy XVI Bakal Sajikan Kisah Masa Lalu Claive,Geek,Sandi,2023-12-08 13:40:07,2023/12/dlc-final-fantasy-xvi-640x360.jpg,2023/12/dlc-final-fantasy-xvi-320x180.jpg,Game,geek/game/dlc-final-fantasy-xvi-bakal-sajikan-kisah-masa-lalu-claive,2023-12-08 16:34:50
Film Anime Original Fureru dari Aniplex Rilis 2024,Anime Fureru Dari Aniplex Segera Rilis Tahun 2024,Geek,Arini Rizki Fauziah,2023-12-08 13:20:13,2023/12/Anime-Fureru-1-640x360.jpg,2023/12/Anime-Fureru-1-320x180.jpg,Anime Manga,geek/anime-manga/anime-fureru,2023-12-08 16:34:50
"Mantan Pelatih Bigetron Era, Razeboy Jelaskan Alasan Belum Adanya MPL Ladies",Mantan Pelatih Bigetron Era Jelaskan Alasan Belum Adanya MPL Ladies,Esports,Retna Kumalasari,2023-12-08 13:00:24,2023/12/MPL-Ladies-1-640x360.jpg,2023/12/MPL-Ladies-1-320x180.jpg,Mobile Legends,esports/mobile-legends/alasan-belum-adanya-mpl-ladies,2023-12-08 16:34:50
Prediksi ONIC vs Blacklist International di Knockout M5,Prediksi Onic Esports vs Blacklist International di Knockout M5,Esports,Farid Ansori,2023-12-08 12:40:42,2023/12/IMG_7123-640x360.jpeg,2023/12/IMG_7123-320x180.jpeg,Mobile Legends,esports/mobile-legends/prediksi-onic-vs-blacklist-m5,2023-12-08 16:34:50
"Pemenang Esports The Game Awards 2023: Pemenang Beda, Riot Games Berjaya",Pemenang Esports The Game Awards 2023: Riot Games Berjaya!,Esports,Mecca Medina,2023-12-08 12:20:12,2023/12/pemenang-esports-the-game-awards-2023-featured-640x360.jpg,2023/12/pemenang-esports-the-game-awards-2023-featured-320x180.jpg,Esports Lain,esports/esports-lain/pemenang-esports-the-game-awards-2023,2023-12-08 16:34:50
Pemenang The Game Awards 2023: Baldur's Gate 3 Sukses Besar,Pemenang The Game Awards 2023: Baldur's Gate 3 Sukses Besar,Geek,Mecca Medina,2023-12-08 12:00:02,2023/12/pemenang-the-game-awards-2023-featured-640x360.jpg,2023/12/pemenang-the-game-awards-2023-featured-320x180.jpg,Game,geek/game/pemenang-the-game-awards-2023,2023-12-08 16:34:50
"Exoborne Diumumkan di TGA 2023, Digarap Developer Ex-The Division","Exoborne Diumumkan di TGA 2023, Digarap Developer Ex-The Division",Geek,Mecca Medina,2023-12-08 11:40:59,2023/12/exoborne-featured-640x360.jpg,2023/12/exoborne-featured-320x180.jpg,Game,geek/game/exoborne,2023-12-08 16:34:50
"Fakta Menarik Tentang Monster Hunter Rise, Ada Tema Baru?","Fakta Menarik Tentang Monster Hunter Rise, Ada Tema Baru?",Geek,Dwi Ayu,2023-12-08 11:20:24,2023/12/D-25-640x360.jpg,2023/12/D-25-320x180.jpg,Game,geek/game/fakta-menarik-tentang-monster-hunter-rise-ada-tema-baru,2023-12-08 16:34:50
Hero Group Stage M5 yang Paling Sering Di-Pick Pemain,Hero Group Stage M5 yang Paling Sering Di-Pick Pemain,Esports,Mecca Medina,2023-12-08 11:00:07,2023/12/Hero-Group-Stage-M5-featured-640x360.jpg,2023/12/Hero-Group-Stage-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-group-stage-m5,2023-12-08 16:34:50
Daftar Multi Tier Augments yang Tersedia di Teamfight Tactics (TFT) Mobile,Daftar Multi Tier Augments yang Tersedia di Teamfight Tactics (TFT) Mobile,Esports,iqbal nuril,2023-12-08 10:20:48,2023/12/Daftar-Multi-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-640x360.jpg,2023/12/Daftar-Multi-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-320x180.jpg,Esports Lain,esports/esports-lain/multi-tier-augments-tft-mobile,2023-12-08 16:34:50
Rahasia Serangan Pneuma dan Ousia Genshin Impact,,Geek,Friska,2023-12-08 10:00:41,2023/12/D-5-640x360.jpg,2023/12/D-5-320x180.jpg,Game,geek/game/rahasia-serangan-pneuma-dan-ousia-genshin-impact,2023-12-08 16:34:50
"Klasemen Akhir Group Stage M5, Banyak Kejutan Muncul!","Klasemen Akhir Group Stage M5, Banyak Kejutan Muncul!",Esports,Mecca Medina,2023-12-08 09:30:19,2023/12/Klasemen-Akhir-Group-Stage-M5-featured-640x360.jpg,2023/12/Klasemen-Akhir-Group-Stage-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/klasemen-akhir-group-stage-m5,2023-12-08 16:34:50
Jadwal dan Format Babak Knockout Hingga Grand Final M5!,Jadwal dan Format Babak Knockout Hingga Grand Final M5!,Esports,Farid Ansori,2023-12-08 09:00:46,2023/12/IMG_7112-640x360.jpeg,2023/12/IMG_7112-320x180.jpeg,Mobile Legends,esports/mobile-legends/jadwal-format-hasil-knockout-grand-final-m5,2023-12-08 16:34:50
Daftar Silver Tier Augments yang Tersedia di Teamfight Tactics (TFT) Mobile,Daftar Silver Tier Augments yang Tersedia di TFT Mobile,Esports,iqbal nuril,2023-12-08 08:30:14,2023/12/Daftar-Silver-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-640x360.jpg,2023/12/Daftar-Silver-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-320x180.jpg,Esports Lain,esports/esports-lain/silver-augments-tft-mobile,2023-12-08 16:34:50
Hasil Grup B M5: Fire Flux Salip Blacklist Jadi Raja Grup,Hasil Grup B M5: Fire Flux Salip Blacklist Jadi Raja Grup,Esports,Mecca Medina,2023-12-07 22:46:07,2023/12/Hasil-Grup-B-M5-featured-640x360.jpg,2023/12/Hasil-Grup-B-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hasil-grup-b-m5,2023-12-08 16:34:50
Daftar Pelatih Terbaik dari Strategi Berbeda di Football Manager 2024,Daftar Pelatih Terbaik dari Strategi Berbeda di Football Manager 2024,Geek,Elang,2023-12-07 21:00:12,2023/12/D-35-640x360.jpg,2023/12/D-35-320x180.jpg,Game,geek/game/daftar-pelatih-terbaik-di-football-manager-2024,2023-12-08 16:34:50
Hasil Grup D M5: TOB Kerek Geek Fam ke Babak Playoff,Hasil Grup D M5: TOB Kerek Geek Fam ke Babak Playoff,Esports,Mecca Medina,2023-12-07 20:34:12,2023/12/Hasil-Grup-D-M5-featured-640x360.jpg,2023/12/Hasil-Grup-D-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hasil-grup-d-m5,2023-12-08 16:34:50
Blizzard Pamerkan Beberapa Skin yang Berpotensi Masuk Overwatch 2,Blizzard Pamerkan Beberapa Skin yang Berpotensi Masuk Overwatch 2,Esports,Sandi,2023-12-07 20:00:17,2023/12/skin-overwatch-2-640x360.jpg,2023/12/skin-overwatch-2-320x180.jpg,Esports Lain,esports/esports-lain/blizzard-pamerkan-beberapa-skin-overwatch,2023-12-08 16:34:50
Hasil Grup C M5: AP.Bren Ikuti Jejak Sempurna ONIC Esports,Hasil Grup C M5: AP.Bren Ikuti Jejak Sempurna ONIC Esports,Esports,Mecca Medina,2023-12-07 19:30:41,2023/12/Hasil-grup-C-M5-featured-640x360.jpg,2023/12/Hasil-grup-C-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hasil-grup-c-m5,2023-12-08 16:34:50
"Alasan Kamu Wajib Nonton Undead Unluck, Anime Komedi Terbaru","Alasan Kamu Wajib Nonton Undead Unluck, Anime Komedi Terbaru",Geek,Friska,2023-12-07 19:00:11,2023/12/D-30-640x360.jpg,2023/12/D-30-320x180.jpg,Anime Manga,geek/anime-manga/anime-komedi-terbaru-undead-unluck-wajib-ditonton,2023-12-08 16:34:50
Deretan Skill Mematikan di Genshin Impact,,Geek,Friska,2023-12-07 18:30:16,2023/12/D-9-640x360.jpg,2023/12/D-9-320x180.jpg,Game,geek/game/deretan-skill-mematikan-di-genshin-impact,2023-12-08 16:34:50
Hasil Grup A M5: ONIC Esports Dapatkan Perfect Victory,Hasil Grup A M5: ONIC Esports Dapatkan Perfect Victory,Esports,Mecca Medina,2023-12-07 18:00:03,2023/12/Hasil-Grup-A-M5-featured-640x360.jpg,2023/12/Hasil-Grup-A-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hasil-grup-a-m5,2023-12-08 16:34:50
Saksikan Ajang Penghargaan Game Bergengsi Lewat Link Streaming The Game Awards 2023 Ini!,Link Streaming The Game Awards 2023 yang Bisa Kamu Gunakan,Geek,Retna Kumalasari,2023-12-07 17:30:23,2023/12/Link-Streaming-The-Game-Awards-2023-featured-640x360.jpeg,2023/12/Link-Streaming-The-Game-Awards-2023-featured-320x180.jpeg,Game,geek/game/link-streaming-the-game-awards-2023,2023-12-08 16:34:50
"ONIC Menang Sempurna di Group Stage M5, Coach Yeb Tak Ingin Sesumbar","ONIC Menang Sempurna di Group Stage M5, Yeb Tak Ingin Sesumbar",Esports,Mecca Medina,2023-12-07 17:00:40,2023/12/ONIC-Menang-Sempurna-di-Group-Stage-M5-featured-640x360.jpg,2023/12/ONIC-Menang-Sempurna-di-Group-Stage-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/onic-menang-sempurna-di-group-stage-m5,2023-12-08 16:34:50
"Hands-On Lenovo Legion Go yang Sudah Resmi Launching di Indonesia, Harga Mulai Rp 13 Jutaan",Hands-On Lenovo Legion Go yang Sudah Resmi Launching di Indonesia,Tekno,Mecca Medina,2023-12-07 16:30:22,2023/12/Hands-On-Lenovo-Legion-Go-featured-639x360.jpg,2023/12/Hands-On-Lenovo-Legion-Go-featured-320x180.jpg,Gadget,tekno/gadget/hands-on-lenovo-legion-go,2023-12-08 16:34:50
Synduality: Noir Part 2 Akan Tayang Perdana 8 Januari 2024,,Geek,Arini Rizki Fauziah,2023-12-07 16:00:55,2023/12/synduality-noir-part-2-3-640x360.jpg,2023/12/synduality-noir-part-2-3-320x180.jpg,Anime Manga,geek/anime-manga/synduality-noir-part-2,2023-12-08 16:34:50
Lokasi Rumput Paling Berbahaya Pada Mobile Legends Saat Early Game,,Esports,Elang,2023-12-07 15:30:23,2023/12/D-18-640x360.jpg,2023/12/D-18-320x180.jpg,Mobile Legends,esports/mobile-legends/lokasi-rumput-paling-berbahaya-pada-mobile-legends-saat-early-game,2023-12-08 16:34:50
SYS Cattt: Kalah Dari ONIC Adalah Hal yang Bagus Buat Kami,SYS Cattt: Kalah Dari ONIC Adalah Hal yang Bagus Buat Kami,Esports,Mecca Medina,2023-12-07 15:00:04,2023/12/SYS-Cattt-onic-featured-640x360.jpg,2023/12/SYS-Cattt-onic-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/sys-cattt-onic,2023-12-08 16:34:50
Tier List Senjata Terbaru di Fortnite Terbaik Saat ini,Tier List Senjata Terbaru di Fortnite Terbaik Saat ini,Esports,LORD,2023-12-07 14:40:20,2023/12/tier-list-senjata-terbaru-featured-640x360.jpg,2023/12/tier-list-senjata-terbaru-featured-320x180.jpg,Esports Lain,esports/esports-lain/tier-list-senjata-terbaru-fortnite,2023-12-08 16:34:50
Tips dan Trik Bermain Eggy Party untuk Pemula,Tips dan Trik Bermain Eggy Party untuk Pemula,Geek,Elang,2023-12-07 14:20:34,2023/12/E-17-640x360.jpg,2023/12/E-17-320x180.jpg,Game,geek/game/tips-trik-eggy-party-untuk-pemula,2023-12-08 16:34:50
Inilah Spesifikasi Minimum Smartphone untuk Bermain TFT Mobile,Inilah Spesifikasi Minimum Smartphone untuk Bermain TFT Mobile,Esports,Jefri Sibarani,2023-12-07 14:00:25,2023/12/spesifikasi-minimum-tft-mobile-640x360.jpg,2023/12/spesifikasi-minimum-tft-mobile-320x180.jpg,Esports Lain,esports/esports-lain/spesifikasi-minimum-untuk-bermain-tft-mobile,2023-12-08 16:34:50
Fakta Tersembunyi di Fortnite yang Jarang Diketahui,Fakta Tersembunyi di Fortnite yang Jarang Diketahui,Esports,LORD,2023-12-07 13:40:08,2023/12/fakta-paling-tersembunyi-fortnite-featured-640x360.jpg,2023/12/fakta-paling-tersembunyi-fortnite-featured-320x180.jpg,Esports Lain,esports/esports-lain/fakta-paling-tersembunyi-di-fortnite,2023-12-08 16:34:50
ONIC Miracle Puji Permainan Lancelot Milik Hazle yang Dibilang Mirip Kairi!,Hazle Seperti Kairi Saat Memainkan Lancelot? Ini Pendapat ONIC Miracle!,Esports,Taufiq Radityadji,2023-12-07 13:20:04,2023/12/Hazle-Seperti-Kairi-featured-640x360.jpg,2023/12/Hazle-Seperti-Kairi-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hazle-seperti-kairi,2023-12-08 16:34:50
Paten Baru Indikasikan akan Ada Nintendo Switch Mini,Paten Baru Indikasikan akan Ada Nintendo Switch Mini,Geek,Spades,2023-12-07 13:00:15,2023/12/nintendo-switch-mini-featured-640x360.jpg,2023/12/nintendo-switch-mini-featured-320x180.jpg,Game,geek/game/nintendo-switch-mini,2023-12-08 16:34:50
Rekomendasi Kombo Skill FF Ala Buriram United Esports. Wajib Kamu Coba!,Kombo Skill FF Ala Buriram United Esports. Wajib Kamu Coba!,Esports,Retna Kumalasari,2023-12-07 12:40:47,2023/12/Kombo-Skill-FF-featured-640x360.jpeg,2023/12/Kombo-Skill-FF-featured-320x180.jpeg,Free Fire,esports/free-fire/rekomendasi-kombo-skill-ff-ala-buriram-united-esports,2023-12-08 16:34:50
Kuantan Jadi Trending Gara-gara Disebut di Anime Jujutsu Kaisen,Kuantan Jadi Trending Gara-gara Disebut di Anime Jujutsu Kaisen,Geek,Ahwil Rizky Muhammad,2023-12-07 12:20:33,2023/12/Kuantan-Trending-Gara-gara-Anime-Jujutsu-Kaisen-Featured-640x360.jpg,2023/12/Kuantan-Trending-Gara-gara-Anime-Jujutsu-Kaisen-Featured-320x180.jpg,Anime Manga,geek/anime-manga/kuantan-trending-anime-jujutsu-kaisen,2023-12-08 16:34:50
Jungler Terbaik di Patch Terbaru League of Legends,Jungler Terbaik di Patch Terbaru League of Legends,Esports,LORD,2023-12-07 12:00:10,2023/12/patch-terbaru-league-of-legends-featured-640x360.jpg,2023/12/patch-terbaru-league-of-legends-featured-320x180.jpg,Esports Lain,esports/esports-lain/jungler-patch-terbaru-league-of-legends,2023-12-08 16:34:50
"Jadwal Livestream Genshin Impact v4.3, Catat!","Jadwal Livestream Genshin Impact v4.3, Catat!",Geek,Sandi,2023-12-07 11:40:04,2023/12/genshin-impact-v4.3-640x360.jpg,2023/12/genshin-impact-v4.3-320x180.jpg,Game,geek/game/genshin-impact-v4-3-catat-jadwal-livestream,2023-12-08 16:34:50
Daftar Gold Tier Augments yang Tersedia di Teamfight Tactics (TFT) Mobile,Daftar Gold Tier Augments yang Tersedia di Teamfight Tactics (TFT) Mobile,Esports,iqbal nuril,2023-12-07 11:24:47,2023/12/Daftar-Gold-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-640x360.jpg,2023/12/Daftar-Gold-Tier-Augments-yang-Tersedia-di-Teamfight-Tactics-TFT-Mobile-320x180.jpg,Esports Lain,esports/esports-lain/gold-tier-augments-tft-mobile,2023-12-08 16:34:50
"Skenario Tiebreaker Grup D M5, Nasib 3 Tim Ditentukan di 1 Match!","Skenario Tiebreaker Grup D M5, Nasib 3 Tim Ditentukan di 1 Match",Esports,Mecca Medina,2023-12-07 09:11:05,2023/12/Skenario-Tiebreaker-Grup-D-M5-featured-640x360.jpg,2023/12/Skenario-Tiebreaker-Grup-D-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/skenario-tiebreaker-grup-d-m5,2023-12-08 16:34:50
"Klasemen Group Stage M5 World Championship, 16 Tim Balapan Menuju Playoff",Klasemen Group Stage M5 World Championship Sementara,Esports,Mecca Medina,2023-12-07 08:30:02,2023/12/Klasemen-group-stage-M5-World-Championship-featured-640x360.jpg,2023/12/Klasemen-group-stage-M5-World-Championship-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/klasemen-group-stage-m5,2023-12-08 16:34:50
Pengadilan Eropa ingin Gamer Bisa Jual Game Digital Steam? Ini Kabarnya!,Pengadilan Eropa ingin Gamer Jual Game Digital Steam? Ini Kabarnya!,Geek,Spades,2023-12-06 21:00:10,2023/12/jual-game-digital-steam-featured-640x360.jpg,2023/12/jual-game-digital-steam-featured-320x180.jpg,Game,geek/game/jual-game-digital-steam,2023-12-08 16:34:50
Kelebihan Zhongli si Paling Tampan di Genshin Impact,,Geek,Friska,2023-12-06 20:00:03,2023/12/D-8-640x360.jpg,2023/12/D-8-320x180.jpg,Game,geek/game/kelebihan-zhongli-si-paling-tampan-di-genshin-impact,2023-12-08 16:34:50
Daftar Hero Explaner yang Bisa Counter Hero Khaleed,Daftar Hero Explaner yang Bisa Counter Hero Khaleed,Esports,Elang,2023-12-06 19:30:52,2023/12/E-14-640x360.jpg,2023/12/E-14-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-explaner-yang-bisa-counter-hero-khaleed,2023-12-08 16:34:50
"Aboy Gantikan Nnael di M5, Imbas Skorsing 2 Match","Aboy Gantikan Nnael di M5, Imbas Skorsing 2 Match",Esports,Mecca Medina,2023-12-06 19:04:34,2023/12/Aboy-Gantikan-Nnael-di-M5-featured-640x360.jpg,2023/12/Aboy-Gantikan-Nnael-di-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/aboy-gantikan-nnael-di-m5,2023-12-08 16:34:50
Fakta Seru Undead Unluck Harus Diketahui Penggemarnya,,Geek,Friska,2023-12-06 18:30:43,2023/12/D-33-640x360.jpg,2023/12/D-33-320x180.jpg,Anime Manga,geek/anime-manga/fakta-seru-undead-unluck-harus-diketahui-penggemarnya,2023-12-08 16:34:50
Cara Farming Arrow of The Beast Hunter di Honkai Star Rail,,Geek,Elang,2023-12-06 18:00:46,2023/12/D-36-640x360.jpg,2023/12/D-36-320x180.jpg,Game,geek/game/cara-farming-arrow-of-the-beast-hunter-di-honkai-star-rail,2023-12-08 16:34:50
Balosykie Jelaskan Taunting ke Deus Vult Tidak Mengarah ke Siapapun,Balosykie Jelaskan Taunting ke Deus Vult Tidak Mengarah ke Siapapun,Esports,Mecca Medina,2023-12-06 17:30:00,2023/12/baloyskie-taunting-deus-vult-featured-640x360.jpg,2023/12/baloyskie-taunting-deus-vult-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/baloyskie-taunting-deus-vult,2023-12-08 16:34:50
Keunggulan Game Rules of Survival Dibanding Battle Royale Lain,Keunggulan Game Rules of Survival Dibanding Battle Royale Lain,Geek,Dwi Ayu,2023-12-06 17:00:54,2023/12/D-27-640x360.jpg,2023/12/D-27-320x180.jpg,Game,geek/game/keunggulan-game-rules-of-survival-dibanding-battle-royale-lain,2023-12-08 16:34:50
"Kid Bomba: Geek Fam Hanya Beruntung, Next Time Kami yang Akan Menang","Kid Bomba: Geek Fam Hanya Beruntung, Next Time Kami Akan Menang",Esports,Mecca Medina,2023-12-06 16:30:00,2023/12/kid-bomba-geek-fam-featured-640x360.jpg,2023/12/kid-bomba-geek-fam-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/kid-bomba-geek-fam,2023-12-08 16:34:50
Sosok Paling Loyal di FaZe Clan Pergi Setelah 12 Tahun Bersama,Sosok Paling Loyal di FaZe Clan Pergi Setelah 12 Tahun Bersama,Esports,Mallasak,2023-12-06 16:00:45,2023/12/Credit-3-640x360.jpg,2023/12/Credit-3-320x180.jpg,Esports Lain,esports/esports-lain/pegawai-terlama-faze-clan-pergi-setelah-12-tahun-bersama,2023-12-08 16:34:50
"Fakta Menarik Rules of Survival Steam, Beda dengan Versi Gratis?",,Geek,Dwi Ayu,2023-12-06 15:30:43,2023/12/D-28-640x360.jpg,2023/12/D-28-320x180.jpg,Game,geek/game/fakta-menarik-rules-of-survival-steam-beda-dengan-versi-gratis,2023-12-08 16:34:50
