post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url,scraped_at
"Recap IGDX 2023, Dari Roadshow Sampai Conference","Recap IGDX 2023, Dari Roadshow Sampai Conference",Geek,Mecca Medina,2023-12-06 15:11:24,2023/07/IGDX-Academy-2023-featured-640x360.jpg,2023/07/IGDX-Academy-2023-featured-320x180.jpg,Game,geek/game/recap-igdx-2023-dari-roadshow-sampai-conference,2023-12-08 16:34:50
Fakta Menarik Tenchu 3: Wrath of Heaven,,Geek,Dwi Ayu,2023-12-06 15:00:45,2023/12/D-13-640x360.jpg,2023/12/D-13-320x180.jpg,Game,geek/game/fakta-tenchu-3-wrath-of-heaven,2023-12-08 16:34:50
Hero Mage yang Bisa Defense High Ground Seorang Diri,,Esports,Elang,2023-12-06 14:30:45,2023/12/D-17-640x360.jpg,2023/12/D-17-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-mage-yang-bisa-defense-high-ground-seorang-diri,2023-12-08 16:34:50
Lokasi dan Resep Makanan di Fontaine Genshin Impact,,Geek,Dwi Ayu,2023-12-06 14:00:31,2023/12/D-2-640x360.jpg,2023/12/D-2-320x180.jpg,Game,geek/game/lokasi-dan-resep-makanan-di-fontaine-genshin-impact,2023-12-08 16:34:50
Pengalaman Fire Flux Esports Hadapi Gempa Bumi di M5,Pengalaman Fire Flux Esports Hadapi Gempa Bumi di M5,Esports,Mecca Medina,2023-12-06 13:50:31,2023/12/fire-flux-gempa-m5-featured-640x360.jpg,2023/12/fire-flux-gempa-m5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/fire-flux-gempa-m5,2023-12-08 16:34:50
Pengakuan RSG Light yang Tertarik untuk Bermain di MPL Indonesia,Pengakuan RSG Light yang Tertarik untuk Bermain di MPL Indonesia,Esports,Retna Kumalasari,2023-12-06 13:40:51,2023/12/RSG-Light-featured-640x360.jpeg,2023/12/RSG-Light-featured-320x180.jpeg,Mobile Legends,esports/mobile-legends/rsg-light-tertarik-bermain-di-mpl-indonesia,2023-12-08 16:34:50
Kronologi Taunting Nnael yang Berlebih dan Dihukum Larangan Main di M5,Kronologi Taunting Nnael yang Berlebih dan Dihukum Larangan Main di M5,Esports,Jefri Sibarani,2023-12-06 13:28:12,2023/12/kronologi-taunting-nnael-640x360.jpg,2023/12/kronologi-taunting-nnael-320x180.jpg,Mobile Legends,esports/mobile-legends/kronologi-taunting-nnael-larangan-main-di-m5,2023-12-08 16:34:50
Daftar Game Cyberpunk Terbaik Patut Kamu Coba,,Geek,Dwi Ayu,2023-12-06 13:20:25,2023/12/D-24-640x360.jpg,2023/12/D-24-320x180.jpg,Game,geek/game/daftar-game-cyberpunk-terbaik-patut-kamu-coba,2023-12-08 16:34:50
Roadshow IGDX 2023 Bawa Game Indonesia ke Hadapan Mahasiswa,Roadshow IGDX 2023 Bawa Game Indonesia ke Hadapan Mahasiswa,Geek,Mecca Medina,2023-12-06 13:16:16,2023/12/Roadshow-IGDX-2023-featured-641x360.jpg,2023/12/Roadshow-IGDX-2023-featured-320x180.jpg,Game,geek/game/roadshow-igdx-2023,2023-12-08 16:34:50
Skin Valentina Celestial Judicator Jadi Skin Collector Terbaru yang Dirilis Moonton,Skin Valentina Celestial Judicator Jadi Skin Collector Terbaru yang Dirilis,Esports,Retna Kumalasari,2023-12-06 13:00:16,2023/12/Skin-Valentina-Celestial-Judicator-featured-640x360.jpg,2023/12/Skin-Valentina-Celestial-Judicator-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/skin-valentina-celestial-judicator,2023-12-08 16:34:50
"Tipe Pemain Game Rules of Survival, Kamu Tipe yang Mana?",,Geek,Dwi Ayu,2023-12-06 12:40:20,2023/12/D-29-640x360.jpg,2023/12/D-29-320x180.jpg,Game,geek/game/tipe-pemain-game-rules-of-survival-kamu-tipe-yang-mana,2023-12-08 16:34:50
"Daftar Pengisi Suara ""Seiyuu"" Anime Undead Unluck",,Geek,Friska,2023-12-06 12:20:03,2023/12/D-32-640x360.jpg,2023/12/D-32-320x180.jpg,Anime Manga,geek/anime-manga/daftar-pengisi-suara-anime-undead-unluck,2023-12-08 16:34:50
"Kode Redeem Valorant Terbaru Berlaku Sampai 31 Desember 2023, Bisa Dapat Item Gratis!",Kode Redeem Valorant Terbaru Berlaku Sampai 31 Desember 2023,Esports,iqbal nuril,2023-12-06 12:00:10,2023/12/Kode-Redeem-Valorant-Terbaru-Berlaku-Sampai-31-Desember-2023-Bisa-Dapat-Item-Gratis-640x360.jpg,2023/12/Kode-Redeem-Valorant-Terbaru-Berlaku-Sampai-31-Desember-2023-Bisa-Dapat-Item-Gratis-320x180.jpg,Valorant,esports/valorant/kode-redeem-valorant-terbaru-desember-2023,2023-12-08 16:34:50
Senjata Pilihan Terbaik Untuk Bermain Solo di Genshin Impact,,Geek,Friska,2023-12-06 11:40:46,2023/12/D-7-640x360.jpg,2023/12/D-7-320x180.jpg,Game,geek/game/senjata-pilihan-terbaik-untuk-bermain-solo-di-genshin-impact,2023-12-08 16:34:50
E-Motion Entertainment dan PLAYHERA Global Umumkan Kerjasama untuk PLAYHERA Indonesia,E-Motion Entertainment dan PLAYHERA Global Umumkan Kerjasama untuk PLAYHERA Indonesia,Geek,Jefri Sibarani,2023-12-06 11:28:40,2023/12/playhera-thumb-640x360.jpg,2023/12/playhera-thumb-320x180.jpg,Game,geek/game/e-motion-entertainment-playhera-indonesia,2023-12-08 16:34:50
Valorant Night Market Desember 2023 Segera Meluncur!,Valorant Night Market Desember 2023 Segera Meluncur!,Esports,Arini Rizki Fauziah,2023-12-06 11:20:23,2023/12/valorant-night-market-desember-2023-feature-640x360.jpg,2023/12/valorant-night-market-desember-2023-feature-320x180.jpg,Valorant,esports/valorant/valorant-night-market-desember-2023,2023-12-08 16:34:50
Daftar Item Defense untuk Counter Damage Besar Irithel,,Geek,Elang,2023-12-06 11:00:02,2023/12/E-12-640x360.jpg,2023/12/E-12-320x180.jpg,Game,geek/game/daftar-item-defense-untuk-counter-damage-besar-irithel,2023-12-08 16:34:50
MobaZane Kecewa NA jadi Lelucon di Kejuaraan Dunia M5,MobaZane Kecewa NA jadi Lelucon di Kejuaraan Dunia M5,Esports,Mallasak,2023-12-06 10:40:43,2023/12/Credit-1-2-640x360.jpg,2023/12/Credit-1-2-320x180.jpg,Mobile Legends,esports/mobile-legends/mobazane-kecewa-na-jadi-lelucon-di-kejuaraan-dunia-m5,2023-12-08 16:34:50
Ini 3 Momen Terbaik di VCT Game Changers 2023!,,Esports,Arini Rizki Fauziah,2023-12-06 10:20:34,2023/12/Momen-terbaik-di-Game-Changer-2-640x360.jpg,2023/12/Momen-terbaik-di-Game-Changer-2-320x180.jpg,Valorant,esports/valorant/momen-terbaik-di-game-changer,2023-12-08 16:34:50
Negara dengan Tim Perwakilan Terbanyak di 2023 PMGC Grand Finals!,Negara dengan Tim Perwakilan Terbanyak di 2023 PMGC Grand Finals!,Esports,iqbal nuril,2023-12-06 10:00:36,2023/12/Negara-dengan-Tim-Perwakilan-Terbanyak-di-2023-PMGC-Grand-Finals-640x360.jpg,2023/12/Negara-dengan-Tim-Perwakilan-Terbanyak-di-2023-PMGC-Grand-Finals-320x180.jpg,PUBG Mobile,esports/pubg-mobile/negara-tim-terbanyak-2023-pmgc-grand-finals,2023-12-08 16:34:50
"Profil Nnael, Jungler Geek Fam ID yang Terkena Skorsing 2 Pertandingan di M5","Profil Nnael, Jungler Geek Fam ID yang Terkena Skorsing 2 Pertandingan di M5",Esports,Taufiq Radityadji,2023-12-06 09:30:03,2023/07/Nnael-MLBB-Featured-640x360.jpg,2023/07/Nnael-MLBB-Featured-320x180.jpg,Mobile Legends,esports/mobile-legends/profil-nnael-mlbb,2023-12-08 16:34:50
"Taunting Berlebihan, Nnael Terkena Skorsing 2 Pertandingan di M5","Taunting Berlebihan, Nnael Terkena Skorsing 2 Pertandingan di M5",Esports,LORD,2023-12-06 09:15:54,2023/12/mobile-legends-m5-featured-640x360.jpg,2023/12/mobile-legends-m5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/nnael-skorsing-mobile-legends-m5,2023-12-08 16:34:50
Pro Player Idola RRQ Snow Ternyata Berasal Dari Filipina,Pro Player Idola RRQ Snow Ternyata Berasal Dari Filipina,Esports,Mecca Medina,2023-12-06 09:00:36,2023/12/Pro-Player-Idola-RRQ-Snow-featured-640x360.jpg,2023/12/Pro-Player-Idola-RRQ-Snow-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/pro-player-idola-rrq-snow,2023-12-08 16:34:50
Ketahui Fitur Game yang Tidak Bisa Digunakan di Dunia Nyata,,Geek,Dwi Ayu,2023-12-05 20:00:12,2023/12/D-10-640x360.jpg,2023/12/D-10-320x180.jpg,Game,geek/game/ketahui-fitur-game-yang-tidak-bisa-digunakan-di-dunia-nyata,2023-12-08 16:34:50
Lagu Tema Anime Blue Exorcist: Shimane Illuminati Saga Terungkap! ,,Geek,Arini Rizki Fauziah,2023-12-05 19:00:38,2023/12/Blue-Exorcist-Shimane-Illuminati-Saga-1-640x360.jpg,2023/12/Blue-Exorcist-Shimane-Illuminati-Saga-1-320x180.jpg,Anime Manga,geek/anime-manga/blue-exorcist-shimane-illuminati-saga,2023-12-08 16:34:50
Lokasi dan Rute Farming Lumitoile di Game Genshin Impact,,Geek,Dwi Ayu,2023-12-05 18:30:06,2023/12/D-1-640x360.jpg,2023/12/D-1-320x180.jpg,Game,geek/game/lokasi-dan-rute-farming-lumitoile-genshin-impact,2023-12-08 16:34:50
Fakta Menarik Pajajaran Esports Bogor di Grand Final LEN 2023!,,Esports,Arini Rizki Fauziah,2023-12-05 18:20:33,2023/12/fakta-pajajaran-esports-feature-640x360.jpg,2023/12/fakta-pajajaran-esports-feature-320x180.jpg,Mobile Legends,esports/mobile-legends/fakta-pajajaran-esports,2023-12-08 16:34:50
Perkiraan 3MarTzy Terkait Pemain Filipina ke Indonesia,Perkiraan 3MarTzy Terkait Pemain Filipina ke Indonesia,Esports,Taufiq Radityadji,2023-12-05 18:00:24,2023/12/Perkiraan-3MarTzy-featured-640x360.jpg,2023/12/Perkiraan-3MarTzy-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/perkiraan-3martzy,2023-12-08 16:34:50
Path untuk Selesaikan Swarm Disaster 5 Honkai Star Rail,,Geek,Dwi Ayu,2023-12-05 17:30:41,2023/12/D-4-640x360.jpg,2023/12/D-4-320x180.jpg,Game,geek/game/path-untuk-selesaikan-swarm-disaster-5-honkai-star-rail,2023-12-08 16:34:50
Ini Rahasia Coach Ducky Untuk Tingkatkan Percaya Diri Pemain AP.Bren!,Cara Tingkatkan Percaya Diri AP.Bren yang Dilakukan Oleh Coach Ducky,Esports,Taufiq Radityadji,2023-12-05 17:00:49,2023/12/Cara-Tingkatkan-Percaya-Diri-AP.Bren-featured-640x360.jpg,2023/12/Cara-Tingkatkan-Percaya-Diri-AP.Bren-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/cara-tingkatkan-percaya-diri-ap-bren,2023-12-08 16:34:50
"Rekomendasi Game Open World PS2, Ada Game Apa Saja?","Rekomendasi Game Open World PS2, Ada Game Apa Saja?",Geek,Dwi Ayu,2023-12-05 16:30:46,2023/12/D-3-640x360.jpg,2023/12/D-3-320x180.jpg,Game,geek/game/rekomendasi-game-open-world-ps2,2023-12-08 16:34:50
UPDATE: Match M5 Fire Flux-RRQ Akira Ditunda Akibat Gempa Bumi di Filipina,Match M5 Fire Flux-RRQ Akira Ditunda Akibat Gempa Bumi di Filipina,Esports,Mecca Medina,2023-12-05 16:15:21,2023/12/Match-M5-Fire-Flux-RRQ-Akira-Ditunda-featured-640x360.jpg,2023/12/Match-M5-Fire-Flux-RRQ-Akira-Ditunda-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/match-m5-fire-flux-rrq-akira-ditunda,2023-12-08 16:34:50
"Hero Mobile Legend yang Sering Membuat ""Miss Skill Target"" pada Minion",,Esports,Elang,2023-12-05 16:00:20,2023/12/D1-14-640x360.jpg,2023/12/D1-14-320x180.jpg,Mobile Legends,esports/mobile-legends/inilah-hero-mobile-legends-yang-sering-membuat-miss-skill-pada-minion,2023-12-08 16:34:50
Acara Kolaborasi Spy x Family vs Street Fighter 6 Resmi Diumumkan,Acara Kolaborasi Spy x Family vs Street Fighter 6 Resmi Diumumkan,Geek,Mallasak,2023-12-05 15:30:15,2023/12/Credit-1-1-640x360.jpg,2023/12/Credit-1-1-320x180.jpg,Game,geek/game/acara-kolaborasi-spy-x-family-vs-street-fighter-6-resmi-diumumkan,2023-12-08 16:34:50
Baloyskie Ungkap Rahasia Comeback Dari Geek Fam Setelah Kalah di Match Pertama,Baloyskie Ungkap Rahasia Comeback Dari Geek Fam di M5,Esports,Mecca Medina,2023-12-05 15:00:07,2023/12/rahasia-comeback-baloyskie-featured-640x360.jpg,2023/12/rahasia-comeback-baloyskie-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/rahasia-comeback-baloyskie,2023-12-08 16:34:50
Cara Menggunakan Fitur Accelerate Duel di Genshin Impact,,Geek,Friska,2023-12-05 14:40:59,2023/12/D-6-640x360.jpg,2023/12/D-6-320x180.jpg,Game,geek/game/cara-menggunakan-fitur-accelerate-duel-di-genshin-impact,2023-12-08 16:34:50
"Kalah Beruntun di M5, TheOhioBrothers Mielow Belajar Hal Ini","Kalah Beruntun di M5, TheOhioBrothers Mielow Belajar Hal Ini",Esports,Mecca Medina,2023-12-05 14:20:28,2023/12/TheOhioBrothers-Mielow-m5-featured-640x360.jpg,2023/12/TheOhioBrothers-Mielow-m5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/theohiobrothers-mielow-m5,2023-12-08 16:34:50
Daftar Map Valorant Paling Laris di Game Changer,,Esports,Arini Rizki Fauziah,2023-12-05 14:06:31,2023/12/Map-Valorant-Paling-Laris-di-Game-Changer-4-640x360.jpg,2023/12/Map-Valorant-Paling-Laris-di-Game-Changer-4-320x180.jpg,Valorant,esports/valorant/daftar-map-valorant-paling-laris-di-game-changer,2023-12-08 16:34:50
Rekomendasi Pilihan Kursi Gaming yang Nyaman. Mana Favoritmu?,4 Rekomendasi Pilihan Kursi Gaming yang Nyaman. Mana Favoritmu?,Geek,Retna Kumalasari,2023-12-05 14:06:10,2023/12/Pilihan-Kursi-Gaming-featured-640x360.jpg,2023/12/Pilihan-Kursi-Gaming-featured-320x180.jpg,Game,geek/game/rekomendasi-pilihan-kursi-gaming,2023-12-08 16:34:50
"Instagram Lokapala Kena Hack, Bagaimana Kabarnya?","Instagram Game Lokapala Kena Hack, Bagaimana Kabarnya?",Esports,LORD,2023-12-05 14:05:17,2023/12/Instagram-Game-Lokapala-featured-640x360.jpg,2023/12/Instagram-Game-Lokapala-featured-320x180.jpg,Esports Lain,esports/esports-lain/game-lokapala,2023-12-08 16:34:50
5 Champion dengan Damage Output Terbesar di Teamfight Tactics (TFT) Mobile,5 Champion dengan Damage Output Terbesar di TFT Mobile,Esports,iqbal nuril,2023-12-05 14:04:24,2023/12/5-Champion-dengan-Damage-Output-Terbesar-di-Teamfight-Tactics-TFT-Mobile-640x360.jpg,2023/12/5-Champion-dengan-Damage-Output-Terbesar-di-Teamfight-Tactics-TFT-Mobile-320x180.jpg,Esports Lain,esports/esports-lain/5-champion-damage-output-terbesar-tft-mobile,2023-12-08 16:34:50
Gamers to Gamers Festival 2023 Ajak Gamer Kenalan dengan Game Lokal,Gamers to Gamers Festival 2023 Ajak Gamer Kenalan dengan Game Indo,Geek,Mecca Medina,2023-12-05 14:00:47,2023/12/Gamers-to-Gamers-Festival-2023-FEATURED-640x360.jpg,2023/12/Gamers-to-Gamers-Festival-2023-FEATURED-320x180.jpg,Game,geek/game/gamers-to-gamers-festival-2023,2023-12-08 16:34:50
"Jump Festa 24 Meluncur, Menyajikan 'Super Stage Red'!",,Geek,Arini Rizki Fauziah,2023-12-05 13:40:14,2023/12/jump-festa-24-feature-640x360.jpg,2023/12/jump-festa-24-feature-320x180.jpg,Anime Manga,geek/anime-manga/jump-festa-24-meluncur-menyajikan-super-stage-red,2023-12-08 16:34:50
Captain Tsubasa: Ace Rilis di Seluruh Dunia Untuk iOS dan Android,Captain Tsubasa: Ace Rilis di Seluruh Dunia Untuk iOS dan Android,Geek,AI.da Lovelace,2023-12-05 13:20:42,2023/12/Captain-Tsubasa-Ace-Rilis-featured-640x360.jpg,2023/12/Captain-Tsubasa-Ace-Rilis-featured-320x180.jpg,Game,geek/game/captain-tsubasa-ace-rilis,2023-12-08 16:34:50
"Hero Favorit RRQ Snow, Suka Hero Midlane Range Jauh!","Hero Favorit RRQ Snow, Suka Hero Midlane Range Jauh!",Esports,Mecca Medina,2023-12-05 13:00:36,2023/12/Hero-favorit-RRQ-Snow-featured-640x360.jpg,2023/12/Hero-favorit-RRQ-Snow-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-favorit-rrq-snow,2023-12-08 16:34:50
5 Hal Menarik di Trailer GTA VI yang Baru Saja Dirilis oleh Rockstar Games!,Hal Menarik di Trailer GTA VI yang Baru Saja Dirilis oleh Rockstar Games!,Geek,Retna Kumalasari,2023-12-05 12:40:46,2023/12/hal-menarik-gta-vi-featured-640x360.jpg,2023/12/hal-menarik-gta-vi-featured-320x180.jpg,Game,geek/game/hal-menarik-di-trailer-gta-vi,2023-12-08 16:34:50
Cara Dapat Skin Evo Gun M4A1 Infernal Draco di Free Fire (FF),Cara Dapat Skin Evo Gun M4A1 Infernal Draco di Free Fire (FF),Esports,iqbal nuril,2023-12-05 12:20:18,2023/12/Cara-Dapat-Skin-Evo-Gun-M4A1-Infernal-Draco-di-Free-Fire-FF-640x360.jpg,2023/12/Cara-Dapat-Skin-Evo-Gun-M4A1-Infernal-Draco-di-Free-Fire-FF-320x180.jpg,Free Fire,esports/free-fire/cara-dapat-skin-m4a1-infernal-draco-ff,2023-12-08 16:34:50
Grand Theft Auto (GTA) 6 Kembali Tunda untuk Versi PC?,Grand Theft Auto (GTA) 6 Kembali Tunda untuk Versi PC?,Geek,Arini Rizki Fauziah,2023-12-05 12:00:26,2023/12/gta-6-rilis-pc-3-640x360.jpg,2023/12/gta-6-rilis-pc-3-320x180.jpg,Game,geek/game/gta-6-rilis-pc,2023-12-08 16:34:50
"Senjata PUBG Mobile Favorit BTR uHigh, Ada Apa Saja?","Senjata PUBG Mobile Favorit BTR uHigh, Ada Apa Saja?",Esports,iqbal nuril,2023-12-05 11:40:50,2023/12/3-Senjata-PUBG-Mobile-Favorit-BTR-uHigh-Ada-Apa-Saja-640x360.jpg,2023/12/3-Senjata-PUBG-Mobile-Favorit-BTR-uHigh-Ada-Apa-Saja-320x180.jpg,PUBG Mobile,esports/pubg-mobile/senjata-pubg-mobile-favorit-btr-uhigh,2023-12-08 16:34:50
IGDX Career Bantu Developer Mencari Pekerjaan di Industri Game Lokal,IGDX Career Bantu Developer Mencari Pekerjaan di Industri Game Lokal,Geek,AI.da Lovelace,2023-12-05 11:20:46,2023/12/igdx-career-featured-640x360.jpg,2023/12/igdx-career-featured-320x180.jpg,Game,geek/game/igdx-career,2023-12-08 16:34:50
Pemain Aurora Ungkap yang Mereka Tidak Sukai Tentang Dota 2,Pemain Aurora Ungkap yang Mereka Tidak Sukai Tentang Dota 2,Esports,Mallasak,2023-12-05 11:00:34,2023/12/Credit-6-640x360.jpg,2023/12/Credit-6-320x180.jpg,Dota 2,esports/dota-2/pemain-aurora-ungkap-apa-yang-mereka-tidak-sukai-tentang-dota,2023-12-08 16:34:50
Trailer Quan Chi Mortal Kombat 1 Hadirkan Kameo Khameleon,Trailer Quan Chi Mortal Kombat 1 Hadirkan Kameo Khameleon,Geek,Adagium,2023-12-05 10:40:45,2023/12/quan-chi-mortal-kombat-1-640x360.jpg,2023/12/quan-chi-mortal-kombat-1-320x180.jpg,Game,geek/game/trailer-quan-chi-mortal-kombat-1,2023-12-08 16:34:50
Inilah Item Defense Wajib Build untuk Counter Marksman Meta,,Esports,Elang,2023-12-05 10:20:33,2023/12/E-11-640x360.jpg,2023/12/E-11-320x180.jpg,Mobile Legends,esports/mobile-legends/inilah-item-defense-wajib-build-untuk-counter-marksman-meta,2023-12-08 16:34:50
Pengumuman GTA VI Menjadi Tweet yang Paling Disukai di X,Pengumuman GTA VI Menjadi Tweet yang Paling Disukai di X,Geek,Sandi,2023-12-05 10:00:58,2023/12/gta-vi-640x360.jpg,2023/12/gta-vi-320x180.jpg,Game,geek/game/pengumuman-gta-vi-menjadi-tweet-yang-paling-disukai-di-x,2023-12-08 16:34:50
Panduan Selesaikan Puzzle Kory Drum Genshin Impact,,Geek,Dwi Ayu,2023-12-05 10:00:42,2023/12/D-640x360.jpg,2023/12/D-320x180.jpg,Game,geek/game/panduan-menyelesaikan-puzzle-kory-drum,2023-12-08 16:34:50
"Map Order 2023 PMGC Grand Finals, Ini Dia Urutan Petanya!","Map Order 2023 PMGC Grand Finals, Ini Dia Urutan Petanya!",Esports,iqbal nuril,2023-12-05 09:30:03,2023/12/Map-Order-2023-PMGC-Grand-Finals-Ini-Dia-Urutan-Petanya-640x360.jpg,2023/12/Map-Order-2023-PMGC-Grand-Finals-Ini-Dia-Urutan-Petanya-320x180.jpg,PUBG Mobile,esports/pubg-mobile/map-order-2023-pmgc-grand-finals,2023-12-08 16:34:50
Daftar Video Game yang Adaptasi dari Kisah Nyata,,Geek,Dwi Ayu,2023-12-05 09:00:54,2023/12/D-14-640x360.jpg,2023/12/D-14-320x180.jpg,Game,geek/game/daftar-video-game-yang-adaptasi-dari-kisah-nyata,2023-12-08 16:34:50
Karakter Utama Suicide Squad ISEKAI Diumumkan Lewat Trailer Terbaru! ,,Geek,Arini Rizki Fauziah,2023-12-05 08:00:10,2023/12/karakter-suicide-squad-isekai-feature-640x360.jpg,2023/12/karakter-suicide-squad-isekai-feature-320x180.jpg,Anime Manga,geek/anime-manga/karakter-suicide-squad-isekai,2023-12-08 16:34:50
Coach Bon Chan Jelaskan Perbedaan Pola Rotasi di Patch Mobile Legends Terbaru,Bon Chan Jelaskan Perbedaan Pola Rotasi di Patch MLBB Terbaru,Esports,Retna Kumalasari,2023-12-05 07:30:09,2023/12/Perbedaan-Pola-Rotasi-featured-640x360.jpg,2023/12/Perbedaan-Pola-Rotasi-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/perbedaan-pola-rotasi-di-patch-mlbb-terbaru,2023-12-08 16:34:50
Bigetron Era Raih Titel Juara UniPin Ladies Series SEA Championship 2023,Bigetron Era Raih Titel Juara UniPin Ladies Series SEA Championship 2023,Esports,Jefri Sibarani,2023-12-05 07:30:03,2023/12/unipin-ladies-series-640x360.jpg,2023/12/unipin-ladies-series-320x180.jpg,Mobile Legends,esports/mobile-legends/bigetron-era-juara-unipin-ladies-series-sea-championship-2023,2023-12-08 16:34:50
"Trailer GTA VI Rilis, Kembali ke Vice City di Tahun 2025!","Trailer GTA VI Rilis, Kembali ke Vice City di Tahun 2025!",Geek,Mecca Medina,2023-12-05 06:42:13,2023/12/trailer-gta-vi-rilis-featured-640x360.jpg,2023/12/trailer-gta-vi-rilis-featured-320x180.jpg,Game,geek/game/trailer-gta-vi-rilis,2023-12-08 16:34:50
